2017.02.28,07:00,1.05972,1.06008,1.05902,1.05958,0
2017.02.28,07:30,1.05959,1.05959,1.05835,1.05944,0
2017.02.28,08:00,1.05942,1.05942,1.05783,1.05901,0
2017.02.28,08:30,1.05901,1.05901,1.05757,1.05840,0
2017.02.28,09:00,1.05839,1.05936,1.05818,1.05873,0
2017.02.28,09:30,1.05874,1.05888,1.05798,1.05884,0
2017.02.28,10:00,1.05886,1.05992,1.05844,1.05989,0
2017.02.28,10:30,1.05989,1.06040,1.05927,1.05946,0
2017.02.28,11:00,1.05950,1.06069,1.05935,1.05985,0
2017.02.28,11:30,1.05986,1.06021,1.05940,1.06021,0
2017.02.28,12:00,1.06021,1.06054,1.05960,1.05969,0
2017.02.28,12:30,1.05970,1.05983,1.05832,1.05838,0
2017.02.28,13:00,1.05840,1.05998,1.05839,1.05976,0
2017.02.28,13:30,1.05975,1.06072,1.05908,1.05947,0
2017.02.28,14:00,1.05947,1.06025,1.05912,1.06013,0
2017.02.28,14:30,1.06013,1.06064,1.05960,1.06052,0
2017.02.28,15:00,1.06050,1.06229,1.06013,1.06222,0
2017.02.28,15:30,1.06219,1.06295,1.05996,1.06250,0
2017.02.28,16:00,1.06251,1.06293,1.06143,1.06154,0
2017.02.28,16:30,1.06153,1.06244,1.06114,1.06169,0
2017.02.28,17:00,1.06169,1.06247,1.06130,1.06193,0
2017.02.28,17:30,1.06192,1.06208,1.06045,1.06071,0
2017.02.28,18:00,1.06071,1.06102,1.06042,1.06102,0
2017.02.28,18:30,1.06102,1.06102,1.05973,1.06012,0
2017.02.28,19:00,1.06010,1.06045,1.05966,1.06003,0
2017.02.28,19:30,1.06004,1.06005,1.05909,1.05917,0
2017.02.28,20:00,1.05914,1.05976,1.05862,1.05890,0
2017.02.28,20:30,1.05889,1.05947,1.05879,1.05946,0
2017.02.28,21:00,1.05944,1.05944,1.05715,1.05720,0
2017.02.28,21:30,1.05716,1.05824,1.05706,1.05759,0
2017.02.28,22:00,1.05760,1.05776,1.05718,1.05718,0
2017.02.28,22:30,1.05720,1.05732,1.05694,1.05726,0
2017.02.28,23:00,1.05723,1.05749,1.05681,1.05687,0
2017.02.28,23:30,1.05688,1.05719,1.05663,1.05688,0
