7.434611761955393083e-01	4.646563283772459640e-01
1.657556617786169362e+00	-6.320315690978894896e-01
-1.587887479315155392e-01	2.558446471363228225e-01
-1.088751998383507225e+00	-3.969431539482844995e-01
1.768051996545028315e+00	-2.544321270607857732e-01
1.954164543493057460e+00	-1.285057938784022191e-01
9.369453693021364549e-01	3.659707534602925638e-01
8.844658949520769475e-01	-4.759540065260831065e-01
8.095024588655737041e-01	3.505230969019607623e-01
1.227809099434301165e+00	-6.478510812712650058e-01
-3.845427645529868599e-01	5.091638064418796406e-01
9.252134568520775648e-02	-3.161845443028745151e-01
1.795316579075947550e+00	-3.223559064946918684e-01
1.438617493349515719e+00	-1.579661137450176223e-01
-8.236486590374048067e-01	8.682275364198338563e-01
9.963339715540805441e-01	1.731019026709848529e-01
6.638870067738957825e-01	9.465966915229437895e-01
1.322947139486551626e-01	-2.603261851679187777e-01
2.482245008461555769e-01	7.860476988533982023e-01
-1.003921016976871305e+00	1.152072376568230361e+00
2.082084380513013588e+00	7.156058259646980863e-03
8.708134179270764497e-01	-4.366642974260470100e-01
3.726832680556111943e-01	1.017430018118309798e+00
1.267359269046210324e+00	-1.181367505872380486e-01
-1.327015381954621820e-01	1.266535620410666141e+00
2.033100027157780654e-01	1.951945371093251058e-01
1.983739957426292833e+00	-1.122231545429288047e-01
1.827495134741964122e+00	-3.085446036025946137e-02
-3.857866838639278928e-02	8.383779616792771949e-02
3.351022614265100619e-02	6.311381728548857151e-01
9.419328335650529738e-01	6.320450742491617868e-01
-3.913189426267018600e-01	4.092520063914518724e-01
8.835704255665839391e-01	-3.586884498735809501e-01
-1.141218918297989826e-02	3.043763475370269700e-01
7.587711365552407550e-01	7.605704534130108829e-01
1.794144156110248911e+00	2.832338923834366584e-01
5.611663358807313928e-01	-3.300330230306519619e-02
8.716130931859821240e-01	1.715969348858764620e-02
-7.519192184954882618e-01	6.379831671428490836e-01
-2.191125337301452758e-01	4.966286422648966137e-01
6.371193297652330001e-01	-5.553718313778264193e-01
-2.553144173078047419e-01	8.395393313029356763e-01
5.775301698973073217e-01	6.456401481351489169e-01
1.593187817415864238e-01	-2.835183538196137110e-02
1.532969428080369845e+00	-3.627782575587297775e-01
-2.464898069612518061e-01	1.091360473503487416e+00
1.164433013996390986e+00	1.495781142780763795e-02
-7.057452786216406038e-01	5.488300255242549719e-01
1.691914680789019798e-01	-3.089566482453440788e-01
1.071781798826940468e+00	-4.014198785463146124e-01
-8.970433029815840786e-01	8.769099611736430600e-01
4.828490976839339144e-01	-2.145237367194639533e-01
2.255363020128323903e+00	2.862684880678922211e-02
-6.252313297459997088e-01	3.868575777623426554e-02
1.228213772122918268e+00	-5.011915944054843308e-01
8.424830664818951931e-01	5.572831458670699512e-01
4.585723591167751301e-01	5.017019012138814738e-01
9.803195695686595101e-01	-5.681136739312411255e-01
1.059936000762622121e-01	9.051412526704804007e-01
-2.158241841563071639e-01	1.035216423681657893e+00
6.721632292130219621e-02	-1.649076979088154038e-01
-1.078734352146087705e+00	3.664416288341827976e-01
1.601721645300718144e+00	-3.760499479148246560e-01
1.025923246781321962e+00	4.214342664285617435e-01
1.067391153174778839e+00	-3.878351131499540583e-01
-1.354620411771001898e+00	2.852476151810035554e-01
-2.078498186357840560e-01	1.090434947942485966e+00
1.616524854802833921e+00	-2.946948304781999428e-01
2.637540924369027873e-01	9.150836700276084867e-01
-9.980518409011622794e-01	6.242054433205482811e-01
6.227361768848903578e-01	-5.280464355709283408e-01
-1.087310203396922859e+00	7.812860757221133934e-01
1.262924194371872755e-02	-5.971537405413751554e-01
-5.295343910844254598e-01	6.930731571194792551e-01
7.836244208881241180e-01	-2.584414398156212878e-01
-9.426245089637640406e-01	5.725835122531572896e-01
9.048711644421401912e-02	8.909390174029291343e-02
9.971657397376130216e-01	3.501742533824083181e-01
4.630176955954534712e-01	8.639241837534935575e-01
7.178770934302769469e-01	-9.708360959812473157e-02
2.133306592590837880e+00	1.120040580983720363e-01
-4.146706774211341706e-01	9.225469146384330799e-01
6.233932048124315450e-01	-6.942269408870682668e-01
2.049702735615297033e+00	6.636830569705545191e-01
-3.532337476121825970e-03	2.148706432042027381e-01
-2.763196931047505744e-01	1.341610445815469177e+00
8.226260948151842278e-01	-2.317444869320715861e-02
-4.661001512738992547e-01	9.876487892960450488e-01
6.442647367046847595e-01	-3.620980799309569953e-01
1.966825714108351386e+00	2.646737001730690153e-01
7.106091483197599645e-01	8.099054591116501278e-01
1.128203528268210576e+00	4.664341975695829312e-01
1.991501617506040045e+00	2.534857635366227768e-02
-6.634204810317256840e-01	8.530144095166385387e-01
2.043628501812767340e+00	2.456345268418449468e-01
1.773773971715934650e+00	-1.051390691676945544e-01
1.773463998395869101e+00	-3.410251260476416801e-01
6.613768578157930289e-01	-3.131410383834031252e-01
-1.154427735945060984e+00	4.057424338129120289e-01
4.167562356161334802e-02	-7.462092474917447760e-02
1.404264351009461231e+00	-9.320638231557182296e-01
1.993176759577808710e+00	4.890398316379069854e-01
1.767334184372708894e-01	1.317887397779070824e+00
1.123446246008494409e+00	-9.556327275214648864e-02
-6.401830100803374002e-01	7.521413679649158190e-01
1.729557932564876055e-01	6.013552551494892873e-01
-9.764461670721721331e-01	3.612863761385724792e-02
-5.635775820473057918e-01	1.157747173789387185e+00
1.604400894284014889e+00	-3.511635785877464944e-01
1.338766653909236048e-01	6.944329009636109884e-01
